Type,Layer,Class1,Class2,Pearson_Correlation,Spearman_Correlation,Cosine_Similarity,Jaccard_Similarity
res,3,math,mmlu,0.6719114159655606,0.6100997900485301,0.674482947076505,0.25020205868066264
res,3,math,programming,0.710676925724566,0.6878154409060919,0.7135546557105907,0.28317647548439645
res,3,mmlu,empathetic_dialogue,0.8913668038310824,0.6008204848067117,0.8917602380666787,0.24863504398191613
res,3,mmlu,math,0.6719114159655606,0.6100997900485301,0.674482947076505,0.25020205868066264
res,3,mmlu,mmlu,0.9999999999999999,1.0,0.9999999999999997,1.0
res,3,mmlu,programming,0.8924102526705097,0.718668353213486,0.8931283123023728,0.2832876742083414
res,3,programming,empathetic_dialogue,0.7680142604241875,0.5482103304977799,0.7689868219795265,0.11915812793614428
res,3,programming,math,0.710676925724566,0.6878154409060919,0.7135546557105907,0.28317647548439645
res,3,programming,mmlu,0.8924102526705097,0.718668353213486,0.8931283123023728,0.2832876742083414
res,3,programming,programming,0.9999999999999998,0.9999999999999998,0.9999999999999997,1.0
res,4,empathetic_dialogue,empathetic_dialogue,1.0,1.0,0.9999999999999999,1.0
res,4,empathetic_dialogue,math,0.6946834022981565,0.44957940901800536,0.695476092355942,0.1227604059188405
res,4,empathetic_dialogue,mmlu,0.8853654304040331,0.6291737511290154,0.885649165072707,0.26973524767745016
res,4,empathetic_dialogue,programming,0.7564176516670947,0.5851076450639805,0.7568865495748207,0.1285876464037567
res,4,math,empathetic_dialogue,0.6946834022981565,0.44957940901800536,0.695476092355942,0.1227604059188405
res,4,math,math,0.9999999999999993,1.0,0.9999999999999994,1.0
res,4,math,mmlu,0.9079835013664116,0.6374322555391345,0.9082069101498264,0.2874289984018154
res,4,math,programming,0.9616599444937715,0.6976840622285785,0.9616955911124012,0.3307429370398529
res,4,mmlu,empathetic_dialogue,0.8853654304040331,0.6291737511290154,0.885649165072707,0.26973524767745016
res,4,mmlu,math,0.9079835013664115,0.6374322555391345,0.9082069101498264,0.2874289984018154
res,4,mmlu,mmlu,1.0,1.0,0.9999999999999999,1.0
res,4,mmlu,programming,0.9497969157772272,0.7441853352507497,0.949867610597713,0.3003632185754855
res,4,programming,empathetic_dialogue,0.7564176516670947,0.5851076450639805,0.7568865495748207,0.1285876464037567
res,4,programming,math,0.9616599444937716,0.6976840622285785,0.9616955911124012,0.3307429370398529
res,4,programming,mmlu,0.9497969157772272,0.7441853352507497,0.949867610597713,0.3003632185754855
res,4,programming,programming,0.9999999999999998,1.0,1.0,1.0
res,5,empathetic_dialogue,empathetic_dialogue,0.9999999999999999,1.0,0.9999999999999996,1.0
res,5,empathetic_dialogue,math,0.5226891709674975,0.43416250544841084,0.525428768867071,0.10818272697660312
res,5,empathetic_dialogue,mmlu,0.8002315403357687,0.6250802842878975,0.8010764598325045,0.2514307428764446
res,5,empathetic_dialogue,programming,0.6633023290824447,0.5676968875680775,0.6649663946526556,0.11643380579977
res,5,math,empathetic_dialogue,0.5226891709674975,0.43416250544841084,0.525428768867071,0.10818272697660312
res,5,math,math,0.9999999999999998,1.0,0.9999999999999998,1.0
res,5,math,mmlu,0.7302491511214254,0.6166026492408815,0.7328026718522218,0.2607014883813573
res,5,math,programming,0.7931103863790497,0.7008605616395649,0.7946837491537324,0.3010252416323484
res,5,mmlu,empathetic_dialogue,0.8002315403357686,0.6250802842878975,0.8010764598325045,0.2514307428764446
res,5,mmlu,math,0.7302491511214254,0.6166026492408814,0.7328026718522218,0.2607014883813573
res,5,mmlu,mmlu,0.9999999999999998,1.0,1.0,1.0
res,5,mmlu,programming,0.8542074551600283,0.7326182582037937,0.8552712525338586,0.27689421501779204
res,5,programming,empathetic_dialogue,0.6633023290824447,0.5676968875680775,0.6649663946526556,0.11643380579977
res,5,programming,math,0.7931103863790497,0.7008605616395649,0.7946837491537324,0.3010252416323484
res,5,programming,mmlu,0.8542074551600284,0.7326182582037937,0.8552712525338586,0.27689421501779204
res,5,programming,programming,0.9999999999999998,0.9999999999999998,1.0,1.0
res,6,empathetic_dialogue,empathetic_dialogue,0.9999999999999998,1.0,0.9999999999999993,1.0
res,6,empathetic_dialogue,math,0.33305105600789287,0.4237499985719772,0.33491167558449025,0.11627243906688782
res,6,empathetic_dialogue,mmlu,0.7707733099599109,0.6232404411080014,0.7712647889128682,0.2721721801514548
res,6,empathetic_dialogue,programming,0.5713012206110362,0.5483581543530774,0.5725583373567213,0.12291841542335707
res,6,math,empathetic_dialogue,0.33305105600789287,0.4237499985719772,0.33491167558449025,0.11627243906688782
res,6,math,math,1.0,1.0,1.0,1.0
res,6,math,mmlu,0.7816623696101193,0.6217808640244925,0.7825865459833429,0.25885503836427864
res,6,math,programming,0.8556497155569226,0.7041579294687739,0.8562323983307796,0.3136198090016982
res,6,mmlu,empathetic_dialogue,0.7707733099599109,0.6232404411080014,0.7712647889128682,0.2721721801514548
res,6,mmlu,math,0.7816623696101193,0.6217808640244926,0.7825865459833429,0.25885503836427864
res,6,mmlu,mmlu,0.9999999999999998,1.0,1.0000000000000002,1.0
res,6,mmlu,programming,0.9019480391895167,0.7337259407235018,0.9024851846700288,0.2816748409063273
res,6,programming,empathetic_dialogue,0.5713012206110362,0.5483581543530774,0.5725583373567213,0.12291841542335707
res,6,programming,math,0.8556497155569226,0.7041579294687739,0.8562323983307796,0.3136198090016982
res,6,programming,mmlu,0.9019480391895167,0.7337259407235018,0.9024851846700288,0.2816748409063273
res,6,programming,programming,1.0,0.9999999999999998,1.0000000000000004,1.0
res,7,empathetic_dialogue,empathetic_dialogue,0.9999999999999999,1.0,1.0,1.0
res,7,empathetic_dialogue,math,0.4554415556998675,0.3878796519171232,0.45634779961716165,0.1267516199986752
res,7,empathetic_dialogue,mmlu,0.8583634102170936,0.5739830765790154,0.8582490982391235,0.2852926709296606
res,7,empathetic_dialogue,programming,0.4345788435969505,0.5134408633984364,0.43544553804081715,0.11953216717043086
res,7,math,empathetic_dialogue,0.4554415556998675,0.3878796519171232,0.45634779961716165,0.1267516199986752
res,7,math,math,1.0,1.0,0.9999999999999998,1.0
res,7,math,mmlu,0.7091854751381915,0.5862874911424895,0.7104911219025204,0.247356926822467
res,7,math,programming,0.5969956222954323,0.684526434710815,0.5984014133576351,0.3007799480034664
res,7,mmlu,empathetic_dialogue,0.8583634102170936,0.5739830765790154,0.8582490982391235,0.2852926709296606
res,7,mmlu,math,0.7091854751381915,0.5862874911424895,0.7104911219025204,0.247356926822467
res,7,mmlu,mmlu,0.9999999999999999,1.0,0.9999999999999996,1.0
res,7,mmlu,programming,0.6032431513873223,0.689980377655699,0.6045072435581348,0.2559190338557914
res,7,programming,empathetic_dialogue,0.4345788435969505,0.5134408633984364,0.43544553804081715,0.11953216717043086
res,7,programming,math,0.5969956222954323,0.684526434710815,0.5984014133576351,0.3007799480034664
res,7,programming,mmlu,0.6032431513873223,0.689980377655699,0.6045072435581348,0.2559190338557914
res,7,programming,programming,1.0,0.9999999999999998,0.9999999999999999,1.0
res,8,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999999,1.0000000000000002,1.0
res,8,empathetic_dialogue,math,0.337864326345216,0.37841086511744915,0.3391175172810396,0.11414039361767801
res,8,empathetic_dialogue,mmlu,0.816070407282303,0.5504241258639782,0.8160904834995855,0.2694136175242934
res,8,empathetic_dialogue,programming,0.411222045247429,0.49308828056625953,0.41222143411305256,0.11436026693391341
res,8,math,empathetic_dialogue,0.337864326345216,0.37841086511744915,0.3391175172810396,0.11414039361767801
res,8,math,math,1.0,1.0,0.9999999999999999,1.0
res,8,math,mmlu,0.6752388874210979,0.5733833213613834,0.676570192009496,0.235610615097151
res,8,math,programming,0.6340913723828354,0.6835709605914941,0.6354644680099416,0.29726195375093556
res,8,mmlu,empathetic_dialogue,0.8160704072823028,0.5504241258639783,0.8160904834995855,0.2694136175242934
res,8,mmlu,math,0.675238887421098,0.5733833213613834,0.676570192009496,0.235610615097151
res,8,mmlu,mmlu,1.0,1.0,0.9999999999999997,1.0
res,8,mmlu,programming,0.6403969652375897,0.6702727034520639,0.6416990978047559,0.25295418754700383
res,8,programming,empathetic_dialogue,0.411222045247429,0.4930882805662596,0.41222143411305256,0.11436026693391341
res,8,programming,math,0.6340913723828353,0.6835709605914941,0.6354644680099416,0.29726195375093556
res,8,programming,mmlu,0.6403969652375897,0.6702727034520639,0.6416990978047559,0.25295418754700383
res,8,programming,programming,0.9999999999999997,0.9999999999999998,0.9999999999999999,1.0
res,9,empathetic_dialogue,empathetic_dialogue,0.9999999999999994,1.0,1.0000000000000002,1.0
res,9,empathetic_dialogue,math,0.3959339891583137,0.35000046126825496,0.3969786043201329,0.1256691691577482
res,9,empathetic_dialogue,mmlu,0.7733866936752416,0.5437477294210518,0.7735263439579243,0.2731839509460871
res,9,empathetic_dialogue,programming,0.48962513734187924,0.4809219985869969,0.49040691485754545,0.11432514304947829
res,9,math,empathetic_dialogue,0.3959339891583137,0.35000046126825496,0.3969786043201329,0.1256691691577482
res,9,math,math,1.0,1.0,1.0000000000000002,1.0
res,9,math,mmlu,0.7764079076050854,0.5689321097476757,0.7772698107916645,0.260079146131875
res,9,math,programming,0.7335710786992901,0.684139327904035,0.7346803428402463,0.2924929875611432
res,9,mmlu,empathetic_dialogue,0.7733866936752415,0.5437477294210517,0.7735263439579243,0.2731839509460871
res,9,mmlu,math,0.7764079076050854,0.5689321097476757,0.7772698107916645,0.260079146131875
res,9,mmlu,mmlu,1.0,1.0,1.0000000000000002,1.0
res,9,mmlu,programming,0.7954293085047133,0.6730287485332498,0.7961725217536216,0.26096238568613883
res,9,programming,empathetic_dialogue,0.48962513734187924,0.4809219985869969,0.49040691485754545,0.11432514304947829
res,9,programming,math,0.7335710786992901,0.6841393279040349,0.7346803428402463,0.2924929875611432
res,9,programming,mmlu,0.7954293085047133,0.6730287485332498,0.7961725217536216,0.26096238568613883
res,9,programming,programming,1.0,1.0,0.9999999999999998,1.0
res,10,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999999,0.9999999999999997,1.0
res,10,empathetic_dialogue,math,0.5030663571042954,0.3457414950364206,0.5036918446842953,0.13819311134081513
res,10,empathetic_dialogue,mmlu,0.7349559714245103,0.5533251566352079,0.7351651329629786,0.27942580309372694
res,10,empathetic_dialogue,programming,0.5352684037273933,0.4751075195135019,0.5358285615485057,0.11960628827235173
res,10,math,empathetic_dialogue,0.5030663571042954,0.34574149503642054,0.5036918446842953,0.13819311134081513
res,10,math,math,0.9999999999999996,1.0,1.0000000000000002,1.0
res,10,math,mmlu,0.852268211709013,0.5672706489690508,0.8526950959951642,0.3079119791615416
res,10,math,programming,0.8258184294302383,0.6806311033773643,0.826395250497657,0.3308666546819066
res,10,mmlu,empathetic_dialogue,0.7349559714245103,0.5533251566352079,0.7351651329629786,0.27942580309372694
res,10,mmlu,math,0.852268211709013,0.5672706489690507,0.8526950959951642,0.3079119791615416
res,10,mmlu,mmlu,1.0,1.0,1.0,1.0
res,10,mmlu,programming,0.8600750474895834,0.6759625912821019,0.8604740684687076,0.28346888178636115
res,10,programming,empathetic_dialogue,0.535268403727393,0.47510751951350194,0.5358285615485057,0.11960628827235173
res,10,programming,math,0.8258184294302383,0.6806311033773643,0.826395250497657,0.3308666546819066
res,10,programming,mmlu,0.8600750474895834,0.6759625912821019,0.8604740684687076,0.28346888178636115
res,10,programming,programming,0.9999999999999994,0.9999999999999998,1.0,1.0
res,11,empathetic_dialogue,empathetic_dialogue,0.9999999999999998,1.0,1.0000000000000002,1.0
res,11,empathetic_dialogue,math,0.6993142417371839,0.33412682548859396,0.6995549748435411,0.16169005239711914
res,11,empathetic_dialogue,mmlu,0.8230133651128609,0.5364982407016327,0.8231296417149003,0.30629434912639697
res,11,empathetic_dialogue,programming,0.6144561902560527,0.4561176341787162,0.6148699528787616,0.12526906990367978
res,11,math,empathetic_dialogue,0.699314241737184,0.3341268254885939,0.6995549748435411,0.16169005239711914
res,11,math,math,0.9999999999999998,1.0,0.9999999999999999,1.0
res,11,math,mmlu,0.9056096329018108,0.5576985260257682,0.9058045311277864,0.33049407767448447
res,11,math,programming,0.8777725706627547,0.6797090526965,0.8780755511109428,0.3375504958292376
res,11,mmlu,empathetic_dialogue,0.8230133651128609,0.5364982407016327,0.8231296417149003,0.30629434912639697
res,11,mmlu,math,0.9056096329018108,0.5576985260257682,0.9058045311277864,0.33049407767448447
res,11,mmlu,mmlu,1.0,1.0,1.0000000000000004,1.0
res,11,mmlu,programming,0.8505461431558452,0.660687063427257,0.8508670478595775,0.28476880237378915
res,11,programming,empathetic_dialogue,0.6144561902560528,0.45611763417871615,0.6148699528787616,0.12526906990367978
res,11,programming,math,0.8777725706627547,0.6797090526965001,0.8780755511109428,0.3375504958292376
res,11,programming,mmlu,0.8505461431558452,0.660687063427257,0.8508670478595775,0.28476880237378915
res,11,programming,programming,1.0,1.0,1.0000000000000004,1.0
res,12,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999999,1.0000000000000002,1.0
res,12,empathetic_dialogue,math,0.5695387383299833,0.3340723928272094,0.5699486373043697,0.17802243638473791
res,12,empathetic_dialogue,mmlu,0.7530284137412215,0.5430775000466513,0.7531890561858395,0.3201084224658476
res,12,empathetic_dialogue,programming,0.4749704223273366,0.46010061575075706,0.4755445433658573,0.12645651384529885
res,12,math,empathetic_dialogue,0.5695387383299831,0.33407239282720935,0.5699486373043697,0.17802243638473791
res,12,math,math,0.9999999999999999,1.0,0.9999999999999999,1.0
res,12,math,mmlu,0.8929053000394349,0.5632996715911562,0.8931435330174027,0.34846876329292886
res,12,math,programming,0.8399231899238465,0.6882340152105787,0.84038997468503,0.3637356495027753
res,12,mmlu,empathetic_dialogue,0.7530284137412215,0.5430775000466513,0.7531890561858395,0.3201084224658476
res,12,mmlu,math,0.8929053000394349,0.5632996715911562,0.8931435330174027,0.34846876329292886
res,12,mmlu,mmlu,0.9999999999999993,1.0,1.0000000000000004,1.0
res,12,mmlu,programming,0.8136741637582982,0.674329723163689,0.8141096575221899,0.29294856889623233
res,12,programming,empathetic_dialogue,0.4749704223273366,0.46010061575075706,0.4755445433658573,0.12645651384529885
res,12,programming,math,0.8399231899238465,0.6882340152105788,0.84038997468503,0.3637356495027753
res,12,programming,mmlu,0.8136741637582982,0.6743297231636891,0.8141096575221899,0.29294856889623233
res,12,programming,programming,0.9999999999999998,1.0,1.0,1.0
res,13,empathetic_dialogue,empathetic_dialogue,0.9999999999999998,1.0,1.0,1.0
res,13,empathetic_dialogue,math,0.5268938838757475,0.34319592529533205,0.5274272785384166,0.15985729714139715
res,13,empathetic_dialogue,mmlu,0.7290730904529292,0.5377400712680546,0.729291232522433,0.2969071340075237
res,13,empathetic_dialogue,programming,0.49793903366852127,0.4676042608663955,0.49852355378589214,0.13044255221310253
res,13,math,empathetic_dialogue,0.5268938838757474,0.3431959252953321,0.5274272785384166,0.15985729714139715
res,13,math,math,1.0,1.0,1.0,1.0
res,13,math,mmlu,0.8732421264906705,0.5712417110083922,0.8735506530274142,0.34681837855208325
res,13,math,programming,0.8323747637361644,0.6807933855017907,0.832847724903541,0.38030255766599774
res,13,mmlu,empathetic_dialogue,0.7290730904529292,0.5377400712680546,0.729291232522433,0.2969071340075237
res,13,mmlu,math,0.8732421264906705,0.571241711008392,0.8735506530274142,0.34681837855208325
res,13,mmlu,mmlu,0.9999999999999998,1.0,0.9999999999999999,1.0
res,13,mmlu,programming,0.8082871189664307,0.6685086339155488,0.8087558618126831,0.3011825879520589
res,13,programming,empathetic_dialogue,0.49793903366852127,0.46760426086639545,0.49852355378589214,0.13044255221310253
res,13,programming,math,0.8323747637361643,0.6807933855017907,0.832847724903541,0.38030255766599774
res,13,programming,mmlu,0.8082871189664309,0.6685086339155488,0.8087558618126831,0.3011825879520589
res,13,programming,programming,1.0,1.0,1.0,1.0
res,14,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999999,1.0,1.0
res,14,empathetic_dialogue,math,0.7147536796262486,0.34737794999768395,0.715050878094869,0.1836716145173095
res,14,empathetic_dialogue,mmlu,0.7846954881817745,0.5610976991672371,0.7849175882893921,0.3146878227753452
res,14,empathetic_dialogue,programming,0.5510608321398198,0.4727007400409631,0.551695190581136,0.1321992758437046
res,14,math,empathetic_dialogue,0.7147536796262486,0.34737794999768395,0.715050878094869,0.1836716145173095
res,14,math,math,0.9999999999999993,1.0,0.9999999999999998,1.0
res,14,math,mmlu,0.9115759096725848,0.5789184295502576,0.9117876867891594,0.337366628147375
res,14,math,programming,0.8315779005586463,0.6978032852436368,0.8321275754041716,0.3490070766568558
res,14,mmlu,empathetic_dialogue,0.7846954881817745,0.561097699167237,0.7849175882893921,0.3146878227753452
res,14,mmlu,math,0.9115759096725848,0.5789184295502576,0.9117876867891594,0.337366628147375
res,14,mmlu,mmlu,0.9999999999999997,1.0,1.0,1.0
res,14,mmlu,programming,0.8263317038933471,0.6810903415296246,0.8267777118726938,0.29110433689301346
res,14,programming,empathetic_dialogue,0.5510608321398197,0.472700740040963,0.551695190581136,0.1321992758437046
res,14,programming,math,0.8315779005586463,0.6978032852436368,0.8321275754041716,0.3490070766568558
res,14,programming,mmlu,0.8263317038933471,0.6810903415296246,0.8267777118726938,0.29110433689301346
res,14,programming,programming,1.0,0.9999999999999998,1.0000000000000002,1.0
res,15,empathetic_dialogue,empathetic_dialogue,0.9999999999999996,1.0,1.0,1.0
res,15,empathetic_dialogue,math,0.658216738687649,0.35155100827283237,0.6585187972611583,0.18296897198227607
res,15,empathetic_dialogue,mmlu,0.7958006264978487,0.5559962109682307,0.7959320115475383,0.3151228330844302
res,15,empathetic_dialogue,programming,0.5087231024688338,0.4737179127494726,0.5092693202974482,0.13046255513974309
res,15,math,empathetic_dialogue,0.658216738687649,0.35155100827283237,0.6585187972611583,0.18296897198227607
res,15,math,math,0.9999999999999999,1.0,1.0,1.0
res,15,math,mmlu,0.8900045040896725,0.5794211074720438,0.8902367220863426,0.33339980359110927
res,15,math,programming,0.7835401971172429,0.689757764554301,0.7841085339113886,0.3466386435768476
res,15,mmlu,empathetic_dialogue,0.7958006264978487,0.5559962109682307,0.7959320115475383,0.3151228330844302
res,15,mmlu,math,0.8900045040896725,0.5794211074720437,0.8902367220863426,0.33339980359110927
res,15,mmlu,mmlu,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0
res,15,mmlu,programming,0.792299048017928,0.6794924730285244,0.792763544265501,0.282094144206713
res,15,programming,empathetic_dialogue,0.5087231024688338,0.4737179127494726,0.5092693202974482,0.13046255513974309
res,15,programming,math,0.7835401971172429,0.689757764554301,0.7841085339113886,0.3466386435768476
res,15,programming,mmlu,0.792299048017928,0.6794924730285244,0.792763544265501,0.282094144206713
res,15,programming,programming,0.9999999999999997,0.9999999999999998,1.0,1.0
res,16,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999999,1.0,1.0
res,16,empathetic_dialogue,math,0.36734422783617815,0.34078551138360913,0.36850854422441703,0.12946154495721893
res,16,empathetic_dialogue,mmlu,0.6840380339962173,0.5304425217119689,0.6846289862124222,0.2758020181895327
res,16,empathetic_dialogue,programming,0.3891788987132689,0.4732664128632482,0.390287445784322,0.11725042885615222
res,16,math,empathetic_dialogue,0.36734422783617815,0.34078551138360913,0.36850854422441703,0.12946154495721893
res,16,math,math,1.0,1.0,1.0000000000000002,1.0
res,16,math,mmlu,0.8488425833140558,0.5642927018465062,0.8492163269657018,0.2800714966961939
res,16,math,programming,0.6824689286397028,0.6937155366570962,0.683180703787478,0.3344100056714502
res,16,mmlu,empathetic_dialogue,0.6840380339962173,0.5304425217119688,0.6846289862124222,0.2758020181895327
res,16,mmlu,math,0.8488425833140558,0.564292701846506,0.8492163269657018,0.2800714966961939
res,16,mmlu,mmlu,0.9999999999999998,1.0,0.9999999999999998,1.0
res,16,mmlu,programming,0.6851325855950475,0.6532936497918272,0.6859235415881624,0.25169914981458863
res,16,programming,empathetic_dialogue,0.38917889871326883,0.47326641286324816,0.390287445784322,0.11725042885615222
res,16,programming,math,0.6824689286397028,0.6937155366570963,0.683180703787478,0.3344100056714502
res,16,programming,mmlu,0.6851325855950474,0.6532936497918272,0.6859235415881624,0.25169914981458863
res,16,programming,programming,0.9999999999999998,0.9999999999999998,1.0000000000000004,1.0
res,17,empathetic_dialogue,empathetic_dialogue,1.0,0.9999999999999998,1.0,1.0
res,17,empathetic_dialogue,math,0.390093085591621,0.3601473459787761,0.39173600742470555,0.11431028944216111
res,17,empathetic_dialogue,mmlu,0.6949558172889077,0.5355643157423842,0.6958139880099332,0.26218828897338403
res,17,empathetic_dialogue,programming,0.3077184072702056,0.4795098864139313,0.30946358630127996,0.11675150941162543
res,17,math,empathetic_dialogue,0.3900930855916209,0.3601473459787761,0.39173600742470555,0.11431028944216111
res,17,math,math,0.9999999999999999,0.9999999999999998,1.0,1.0
res,17,math,mmlu,0.8400059655988418,0.5730623030348787,0.8405629772008288,0.25806203625716245
res,17,math,programming,0.7658452128560544,0.7020447155672023,0.7665320476362895,0.3156204847550823
res,17,mmlu,empathetic_dialogue,0.6949558172889077,0.5355643157423842,0.6958139880099332,0.26218828897338403
res,17,mmlu,math,0.8400059655988419,0.5730623030348786,0.8405629772008288,0.25806203625716245
res,17,mmlu,mmlu,1.0,1.0,1.0000000000000002,1.0
res,17,mmlu,programming,0.7134004637867066,0.6594829376000759,0.7143273747702497,0.2476210944985059
res,17,programming,empathetic_dialogue,0.3077184072702056,0.4795098864139313,0.30946358630127996,0.11675150941162543
res,17,programming,math,0.7658452128560544,0.7020447155672023,0.7665320476362895,0.3156204847550823
res,17,programming,mmlu,0.7134004637867066,0.6594829376000759,0.7143273747702497,0.2476210944985059
res,17,programming,programming,1.0,0.9999999999999998,0.9999999999999996,1.0
res,18,empathetic_dialogue,empathetic_dialogue,1.0,1.0,1.0000000000000002,1.0
res,18,empathetic_dialogue,math,0.32001802588210776,0.35380259331456504,0.32165043392760684,0.11581439393939394
res,18,empathetic_dialogue,mmlu,0.6912550673683382,0.5313056263371206,0.6922026872047727,0.2736779293299495
res,18,empathetic_dialogue,programming,0.4778365965762639,0.4799839496312509,0.4792419589565,0.11499622862244663
res,18,math,empathetic_dialogue,0.32001802588210776,0.35380259331456504,0.32165043392760684,0.11581439393939394
res,18,math,math,1.0,1.0,1.0000000000000002,1.0
res,18,math,mmlu,0.8441760816439968,0.5659958801599505,0.8445133455691646,0.24512635210399963
res,18,math,programming,0.8199018539689448,0.6902009343385841,0.8203473485808765,0.3123973959417381
res,18,mmlu,empathetic_dialogue,0.6912550673683382,0.5313056263371206,0.6922026872047727,0.2736779293299495
