Type,Layer,Class1,Class2,Pearson_Correlation,Spearman_Correlation,Cosine_Similarity,Jaccard_Similarity,Dice_Coefficient
res,5,empathetic_dialogue,math,0.5225854912520256,0.41957436305461865,0.525428768867071,0.10818272697660312,0.19524348168059322
res,5,empathetic_dialogue,mmlu,0.800199647066243,0.61433643019254,0.8010764598325045,0.2514307428764446,0.40182925712456896
res,5,empathetic_dialogue,programming,0.6487467155367957,0.5689359861680569,0.6504108716909234,0.039721901123368576,0.07640870328969893
res,5,math,mmlu,0.7301521893998104,0.6042923003956971,0.7328026718522218,0.2607014883813573,0.41358163020189304
res,5,math,programming,0.8145856211931761,0.7026584440620011,0.8156265065547652,0.11928597614280477,0.21314655715401476
res,5,mmlu,programming,0.8274039182048325,0.7422386471822504,0.8284131030168275,0.08724942605871083,0.16049569485631426
res,6,empathetic_dialogue,math,0.33298089031128575,0.4101495060377537,0.33491167558449025,0.11627243906688782,0.20832269076549456
res,6,empathetic_dialogue,mmlu,0.7707548008132205,0.6138819897734796,0.771264788912868,0.2721721801514548,0.4278857601162951
res,6,empathetic_dialogue,programming,0.5724100635163176,0.5488292763164331,0.5737007748197416,0.040631228955281026,0.07808958221650115
res,6,math,mmlu,0.7816274672202206,0.6105008858822429,0.7825865459833427,0.25885503836427864,0.4112547203220916
res,6,math,programming,0.8523688576237739,0.7092567611131957,0.8529906789220725,0.12039485831623521,0.21491504967662634
res,6,mmlu,programming,0.9013978552412496,0.7453991560756356,0.9019411237526485,0.08734295686810216,0.16065392490273356
res,7,empathetic_dialogue,math,0.4554074112457662,0.3760314433783843,0.45634779961716176,0.1267516199986752,0.22498591126733725
res,7,empathetic_dialogue,mmlu,0.8583677550291396,0.5647891576349063,0.8582490982391233,0.2852926709296606,0.4439341752774589
res,7,empathetic_dialogue,programming,0.4531859849020272,0.5168750187497031,0.4540705607101526,0.040780813580483126,0.0783658058418456
res,7,math,mmlu,0.7091361534416902,0.5757429288006694,0.7104911219025202,0.247356926822467,0.3966096976790552
res,7,math,programming,0.6431669470493069,0.6907456721948475,0.6445353007490321,0.119275302476113,0.21312951730864893
res,7,mmlu,programming,0.6310212604194507,0.7080174212560064,0.6323144919624956,0.08099269816388886,0.1498487423670083
res,8,empathetic_dialogue,math,0.3378170943907637,0.3661686444502942,0.33911751728103967,0.11414039361767801,0.20489409462492889
res,8,empathetic_dialogue,mmlu,0.8160696829274314,0.5402929418634214,0.8160904834995856,0.2694136175242934,0.4244693987917417
res,8,empathetic_dialogue,programming,0.4007600201974259,0.4952268705380762,0.40181296485884155,0.04076777266130817,0.07834172758263341
res,8,math,mmlu,0.6751886194778609,0.5626159744046252,0.6765701920094959,0.235610615097151,0.38136709448490114
res,8,math,programming,0.701272009540624,0.691130068085478,0.7024090195581396,0.11724521967109679,0.20988269648736976
res,8,mmlu,programming,0.6596274891886645,0.6841632803915143,0.6608851819760454,0.08058021524885342,0.14914249606225877
res,9,empathetic_dialogue,math,0.3958946244188404,0.33775004755410803,0.39697860432013293,0.1256691691577482,0.22327904610157673
res,9,empathetic_dialogue,mmlu,0.7733814538336818,0.5341235053632383,0.7735263439579243,0.2731839509460871,0.4291350841221137
res,9,empathetic_dialogue,programming,0.4883740331636558,0.4796731963300945,0.4891890419710434,0.04128438428591229,0.07929511843054118
res,9,math,mmlu,0.7763753707558139,0.5585934001281861,0.7772698107916641,0.260079146131875,0.4127981118174241
res,9,math,programming,0.7628802971367997,0.6907458827409402,0.7639135834947715,0.1148844133591753,0.20609206117255802
res,9,mmlu,programming,0.8096232163355398,0.6863126062851351,0.8103450090986845,0.08204991006455697,0.1516564241656131
res,10,empathetic_dialogue,math,0.5030428044859694,0.33414568579731807,0.5036918446842953,0.13819311134081513,0.2428289364324491
res,10,empathetic_dialogue,mmlu,0.734948105105111,0.5451925041149576,0.7351651329629786,0.27942580309372694,0.43679876147262137
res,10,empathetic_dialogue,programming,0.52975391180286,0.47762821986310916,0.5303466141655278,0.04160848102541053,0.07989274623503276
res,10,math,mmlu,0.8522521133134942,0.5573420712680067,0.8526950959951645,0.3079119791615416,0.4708451089482851
res,10,math,programming,0.8475013858785443,0.6890064817532592,0.8480262132933593,0.1215978000618951,0.21682959801665938
res,10,mmlu,programming,0.871497804417616,0.6901182425933732,0.8718771960327517,0.08539976291108328,0.15736093894481398
res,11,empathetic_dialogue,math,0.6993051880389829,0.3234784824072946,0.6995549748435411,0.16169005239711914,0.2783703829837841
res,11,empathetic_dialogue,mmlu,0.8230089928690487,0.529102219392539,0.8231296417149002,0.30629434912639697,0.4689515029001476
res,11,empathetic_dialogue,programming,0.6180010297663084,0.4596020069724927,0.6184241587038415,0.042050422560822184,0.08070707837243413
res,11,math,mmlu,0.9056022896768534,0.5485927185258744,0.9058045311277862,0.33049407767448447,0.49679902108567275
res,11,math,programming,0.890734396802364,0.6825944135824332,0.8910171033175834,0.12003989919686303,0.21434932681048052
res,11,mmlu,programming,0.8589975949881561,0.6743235294599447,0.8593125984584018,0.08592666372839163,0.15825500302824008
res,12,empathetic_dialogue,math,0.5695233109355395,0.32435477637866184,0.5699486373043698,0.17802243638473791,0.302239466560714
res,12,empathetic_dialogue,mmlu,0.7530223723344076,0.537400640703603,0.7531890561858394,0.3201084224658476,0.4849729264932844
res,12,empathetic_dialogue,programming,0.4567531455193056,0.46023522767870007,0.4573861190083851,0.0427269811367062,0.08195238429551004
res,12,math,mmlu,0.8928963222511977,0.5546629834913166,0.8931435330174028,0.34846876329292886,0.516836240895898
res,12,math,programming,0.86755515937715,0.6892491505915567,0.8679493954511898,0.1251556051970561,0.222468082848215
res,12,mmlu,programming,0.8231958920157976,0.684992217950383,0.8236224536858431,0.08807152683180008,0.1618855464185208
res,13,empathetic_dialogue,math,0.5268738027669255,0.33396532030281795,0.5274272785384168,0.15985729714139715,0.2756499399286171
res,13,empathetic_dialogue,mmlu,0.7290648837663658,0.5320833546816698,0.7292912325224328,0.2969071340075237,0.45786953625594173
res,13,empathetic_dialogue,programming,0.48360314028396584,0.4695859001630443,0.48423590701743635,0.04279008121211762,0.08206844691575761
res,13,math,mmlu,0.8732304971038168,0.5634601930161414,0.873550653027414,0.34681837855208325,0.5150187791837759
res,13,math,programming,0.8612030027942353,0.684526678248354,0.8616096021687003,0.12796093560478602,0.2268889490152004
res,13,mmlu,programming,0.8161244838297252,0.6795574918567142,0.8165908272262347,0.0870321621173761,0.16012803512243917
res,14,empathetic_dialogue,math,0.7147424972815961,0.3373541888479932,0.7150508780948688,0.1836716145173095,0.31034217981514933
res,14,empathetic_dialogue,mmlu,0.7846871299809044,0.555501198921744,0.7849175882893921,0.3146878227753452,0.47872630646419134
res,14,empathetic_dialogue,programming,0.5336156717396747,0.4709441491887532,0.5343144740935355,0.04272345128811428,0.08194589128178989
res,14,math,mmlu,0.9115679275921168,0.5706162655094088,0.9117876867891594,0.337366628147375,0.5045237723850216
res,14,math,programming,0.8517258549771501,0.696825326934413,0.8522278385829447,0.12732101965313386,0.2258824548349313
res,14,mmlu,programming,0.8328376314813657,0.6912340806696842,0.8332807240652689,0.08697713772973052,0.16003489808698587
res,15,empathetic_dialogue,math,0.6582053724430832,0.3418958597597233,0.6585187972611584,0.18296897198227607,0.30933858168009065
res,15,empathetic_dialogue,mmlu,0.7957956856829917,0.5502855100172425,0.7959320115475383,0.3151228330844302,0.4792295064109794
res,15,empathetic_dialogue,programming,0.4806301589008857,0.47583538098711076,0.4812487554485632,0.042878492996936496,0.08223104280099955
res,15,math,mmlu,0.8899957540037379,0.5715546662804952,0.890236722086343,0.33339980359110927,0.5000747753122472
res,15,math,programming,0.8159697989720414,0.6921906080985573,0.8164664599459526,0.12960972569332418,0.22947700032198856
res,15,mmlu,programming,0.7977603995317903,0.6901616009226004,0.7982274202486572,0.08528050414811152,0.15715845594232297
res,16,empathetic_dialogue,math,0.3673003668262712,0.3289104594818705,0.36850854422441703,0.12946154495721893,0.22924471494445187
res,16,empathetic_dialogue,mmlu,0.6840157705967853,0.5213866579920419,0.6846289862124222,0.2758020181895327,0.4323586485321889
res,16,empathetic_dialogue,programming,0.38472100949457344,0.4755530803363104,0.3858974942008143,0.04024581822520964,0.07737751504519205
res,16,math,mmlu,0.8488284950432571,0.5547236964366415,0.8492163269657018,0.2800714966961939,0.4375872713657724
res,16,math,programming,0.7383509548638929,0.6971425427246567,0.7389702305433624,0.12371410645280785,0.22018786761222067
res,16,mmlu,programming,0.7233272384219946,0.664054714620865,0.7240619241190998,0.07992989860582136,0.14802793905235898
res,17,empathetic_dialogue,math,0.3900311402588553,0.3468851074115733,0.39173600742470555,0.11431028944216111,0.2051677894841775
res,17,empathetic_dialogue,mmlu,0.6949234541649614,0.5247048261280752,0.6958139880099332,0.26218828897338403,0.41545035913245243
res,17,empathetic_dialogue,programming,0.29231196989282554,0.48199082729197246,0.2941267926205111,0.039844707920640016,0.07663588152564975
res,17,math,mmlu,0.8399849467351495,0.5621756639966269,0.8405629772008287,0.25806203625716245,0.41025327657913935
res,17,math,programming,0.8145177598057318,0.7047810491497996,0.8150649396894412,0.12303076631124013,0.21910489009193007
res,17,mmlu,programming,0.7385900762804868,0.671354974457902,0.7394280582840355,0.07962419547666816,0.14750354023237325
res,18,empathetic_dialogue,math,0.3199564976691872,0.3394763048426749,0.32165043392760695,0.11581439393939394,0.20758720190104388
res,18,empathetic_dialogue,mmlu,0.6912193214604851,0.518509335763633,0.6922026872047728,0.2736779293299495,0.4297443223718648
res,18,empathetic_dialogue,programming,0.4531458628809306,0.48233127545719473,0.454633248300764,0.03938513983236566,0.07578545877367034
res,18,math,mmlu,0.844163377513544,0.5539095845679415,0.8445133455691647,0.24512635210399963,0.3937373129880161
res,18,math,programming,0.8638275834817549,0.6984388183658471,0.8641696403840333,0.12046020831766348,0.2150191634177367
res,18,mmlu,programming,0.8664118326439944,0.6577691969174555,0.8667926010666486,0.07808140491935703,0.14485252145722277
res,19,empathetic_dialogue,math,0.335628244430734,0.347591998285837,0.33843212508298537,0.11313979982860446,0.20328048614563085
res,19,empathetic_dialogue,mmlu,0.6764045155105025,0.5145192207676611,0.6777144552686171,0.2540903936497651,0.4052186268810954
res,19,empathetic_dialogue,programming,0.40726137560480496,0.47978710404724706,0.4094743277792887,0.039019807652852304,0.07510888120794948
res,19,math,mmlu,0.7087457771058459,0.5511785710403921,0.7104716805725174,0.23080582102806144,0.37504830913990167
res,19,math,programming,0.7301760741167951,0.6955891222715139,0.7314660475166052,0.11555482077406705,0.20717013386018138
res,19,mmlu,programming,0.6849080190618414,0.6528958090085757,0.6864790684751557,0.07338957149242535,0.13674358954388863
res,20,empathetic_dialogue,math,0.2557076906125221,0.3718794836985535,0.26085777178905883,0.0982319201220243,0.17889103079631807
res,20,empathetic_dialogue,mmlu,0.5580892921936914,0.5136223411344312,0.5613869413164728,0.23178319610716228,0.3763376490922639
res,20,empathetic_dialogue,programming,0.3616751971856841,0.49339531341065807,0.36542401129292035,0.03756413144661841,0.072408307704787
res,20,math,mmlu,0.7172483990400499,0.555171253109735,0.7194189001275828,0.22410120941072723,0.3661481708993782
res,20,math,programming,0.6396945665347866,0.7019232835773062,0.6418340199022345,0.11464394946144776,0.20570505858276847
res,20,mmlu,programming,0.6563753759635386,0.6507968370133912,0.6585157291742163,0.07336130584197227,0.13669452297691276
res,21,empathetic_dialogue,math,0.4039919179612934,0.373595941853612,0.40745935390051274,0.10651031341205651,0.19251571742448428
res,21,empathetic_dialogue,mmlu,0.6654370768894426,0.497993479229181,0.6676183890059352,0.23792902225706788,0.38439848808659666
res,21,empathetic_dialogue,programming,0.6383568316730514,0.49035588870324676,0.6402073924043205,0.03685088759490982,0.07108232829966424
res,21,math,mmlu,0.7957497788673634,0.544944971681593,0.7969689184882142,0.23751121865989003,0.3838530351540452
res,21,math,programming,0.7483527687821501,0.6843796549255422,0.7495712451843879,0.11355365650470757,0.20394824414862406
res,21,mmlu,programming,0.8357138851076421,0.6353599795658423,0.8365091417259387,0.07389232054260152,0.13761588406790398
res,22,empathetic_dialogue,math,0.4003927469180051,0.36112988684240666,0.4036887137673032,0.10709449382568753,0.19346947243068774
res,22,empathetic_dialogue,mmlu,0.7045710444114845,0.47929622538674027,0.7063258787953987,0.2341910176926399,0.3795053023971404
res,22,empathetic_dialogue,programming,0.6546753266198988,0.46255273574271727,0.6566833271374157,0.035936199622541735,0.06937917535005651
res,22,math,mmlu,0.7566648703240795,0.5256561267681067,0.7582505595904876,0.23376050514643057,0.37893984151921994
res,22,math,programming,0.728601308794856,0.6786298922499038,0.7303168196025202,0.10882006017279171,0.19628082875021916
res,22,mmlu,programming,0.8606461731686569,0.6014906593607382,0.8616414349451915,0.0725937674775678,0.13536115849020355
res,23,empathetic_dialogue,math,0.2595505046908124,0.37377391942732363,0.26255253067014095,0.10272238343916212,0.1863068801030271
res,23,empathetic_dialogue,mmlu,0.7339857690779608,0.46934729105883777,0.7352779183976756,0.2448232414140687,0.39334619288752903
res,23,empathetic_dialogue,programming,0.4810161982941833,0.4668421694394767,0.4834286020508089,0.03689889608170032,0.07117163731418023
res,23,math,mmlu,0.6853867722518721,0.5262323613081696,0.6869202332054135,0.22548425832015176,0.3679920925777328
res,23,math,programming,0.8082539914798502,0.6755548302474826,0.8090996325032677,0.10872881189939618,0.19613238283783682
res,23,mmlu,programming,0.834832652805759,0.5977697237704653,0.8357997348320091,0.0721569883820503,0.13460153534220684
res,24,empathetic_dialogue,math,0.31272847639020757,0.3809086819488167,0.31396997326396836,0.1037980141928337,0.188074290510003
res,24,empathetic_dialogue,mmlu,0.7091335063577964,0.46369842602578704,0.7102079766279461,0.24926358838986581,0.39905683749437276
res,24,empathetic_dialogue,programming,0.4750982150572579,0.4791646079817227,0.47638032947076536,0.036256948637640375,0.06997675371018187
res,24,math,mmlu,0.7142875796463031,0.5146210667290272,0.7145670422564021,0.260438575214967,0.4132507213539531
res,24,math,programming,0.9373128202469683,0.6480127422430345,0.9373550730590577,0.12552386646626343,0.22304967527763372
res,24,mmlu,programming,0.8481967483024556,0.583406285508399,0.8484458166767149,0.07501652890486132,0.13956348928194065
res,25,empathetic_dialogue,math,0.40798712374715845,0.38737055757638217,0.4084626052505647,0.12858922735783151,0.22787604956831808
res,25,empathetic_dialogue,mmlu,0.7574083296150911,0.4696517938653732,0.7577002894195877,0.2707618242622469,0.4261409480402676
res,25,empathetic_dialogue,programming,0.6249115807461865,0.5074181602947365,0.6253021650172503,0.038070240273738294,0.07334810072909749
res,25,math,mmlu,0.7473007842654057,0.47163607881876035,0.7474599131175089,0.2990191845988447,0.4603768568532512
res,25,math,programming,0.8969165060566031,0.5663205406725509,0.8969707295057964,0.15202220737911148,0.2639223556722349
res,25,mmlu,programming,0.8863957504322058,0.5510967312057359,0.886499493743562,0.08118448042987911,0.15017692521372514
mlp,0,empathetic_dialogue,math,0.9121598595992485,0.4692063489058701,0.9122967485401381,0.1693498334966337,0.28964785155907957
mlp,0,empathetic_dialogue,mmlu,0.9594550265547649,0.6008941765339572,0.9595394647579817,0.3127097453444759,0.47643395115104575
mlp,0,empathetic_dialogue,programming,0.90032031184141,0.6160233701719136,0.9005123587689323,0.04125422771549938,0.07923949140837722
mlp,0,math,mmlu,0.9514134284845778,0.6321901647236505,0.9514860347508998,0.3871983796094912,0.5582451440268998
mlp,0,math,programming,0.972231940299601,0.7042892266012994,0.9722744904919453,0.14098819833956475,0.24713349102951165
mlp,0,mmlu,programming,0.9552425283019551,0.7869807229368074,0.9553260596165702,0.09647044691181363,0.17596543013725657
mlp,1,empathetic_dialogue,math,0.7705398481526322,0.43254127097769746,0.7713974454906796,0.13372135644163158,0.2358980990908344
mlp,1,empathetic_dialogue,mmlu,0.9166917931338587,0.4632680078537037,0.9169831900648175,0.2667969250871612,0.42121498687535003
mlp,1,empathetic_dialogue,programming,0.7175743088345332,0.4906098760062977,0.7185257849831269,0.03974548780108599,0.07645234005322217
mlp,1,math,mmlu,0.8669213090785648,0.5179555117401424,0.8674826815670578,0.2836703997181633,0.4419676573993522
mlp,1,math,programming,0.7346801598348413,0.6238424525191348,0.735687711318607,0.10963185010179306,0.19760040249698294
mlp,1,mmlu,programming,0.7715025317705608,0.6008021520312459,0.772336817025611,0.08316341724109132,0.1535565472713537
mlp,2,empathetic_dialogue,math,0.7016583797462097,0.4053661486283007,0.7033361173887202,0.10395149525079972,0.18832620037746067
mlp,2,empathetic_dialogue,mmlu,0.9062501590731022,0.5219791643995241,0.9067470660482144,0.21918973839440284,0.359566245501807
mlp,2,empathetic_dialogue,programming,0.778900516326053,0.5045128136939183,0.7796796755316799,0.037142677474755116,0.07162501029306877
mlp,2,math,mmlu,0.8144613600957257,0.5804742631621946,0.8154079067285881,0.26126771132916604,0.41429382355920835
mlp,2,math,programming,0.8057086424719785,0.6686694395403718,0.806395352770116,0.11810172618107831,0.21125399132413386
mlp,2,mmlu,programming,0.8387785031647772,0.6763792070699907,0.839330619064869,0.08526946134778289,0.15713970471791916
mlp,3,empathetic_dialogue,math,0.8796779536707107,0.3927360295310822,0.8800490765676937,0.11764639459070039,0.21052525228032315
mlp,3,empathetic_dialogue,mmlu,0.9617470405075013,0.5926698754324227,0.9618614053774568,0.2559534115054694,0.4075842450217427
mlp,3,empathetic_dialogue,programming,0.7870689645262403,0.5359603829403647,0.7876519774758275,0.04067076318860216,0.0781625940253908
mlp,3,math,mmlu,0.9427751066069943,0.612003965292947,0.9429521377641565,0.2766499511399314,0.43339985387992747
mlp,3,math,programming,0.9431962140328778,0.7041228849523768,0.9433417407903745,0.12695441036423705,0.22530531705041162
mlp,3,mmlu,programming,0.8853973792569367,0.7406450055913292,0.8857088081941878,0.09111103305588478,0.16700597885205
mlp,4,empathetic_dialogue,math,0.9956685303228581,0.3451381537902089,0.9956703199568757,0.18172230531117498,0.30755500593402657
mlp,4,empathetic_dialogue,mmlu,0.9977519426792673,0.554927471553674,0.9977530126458372,0.334571381154485,0.5013915117302463
mlp,4,empathetic_dialogue,programming,0.9764926665597462,0.5281758711416205,0.9765033825145543,0.04295047085163473,0.08236339510267054
mlp,4,math,mmlu,0.9949319796272256,0.5418529258326881,0.9949342981999946,0.4038838809009412,0.5753807510657493
mlp,4,math,programming,0.9817538684787352,0.6727508800756647,0.9817622874203046,0.14003278648629483,0.24566448990978781
mlp,4,mmlu,programming,0.9799422276693526,0.7197015655551466,0.9799514392998747,0.09298103639269241,0.17014208535505762
mlp,5,empathetic_dialogue,math,0.9405822379752271,0.31477379382497017,0.9406820338256019,0.1089799515970002,0.1965408868574446
mlp,5,empathetic_dialogue,mmlu,0.949991355758172,0.5499253450520882,0.9500639155131213,0.23973392641387445,0.38675061044323045
mlp,5,empathetic_dialogue,programming,0.8422203121876716,0.496046108519834,0.842504180899105,0.03815618511868518,0.0735076006204655
mlp,5,math,mmlu,0.9772897253442201,0.5632681450620459,0.9773440158240209,0.27247459435199656,0.42825938617777015
mlp,5,math,programming,0.9362278694731822,0.7110678534867639,0.9363742348131724,0.13113686018344387,0.23186736247314324
mlp,5,mmlu,programming,0.9431848610526263,0.7024254463985177,0.9433272364216103,0.08539117262180504,0.15734635544444184
mlp,6,empathetic_dialogue,math,0.8944364092593481,0.28982481172940944,0.8946100870977061,0.13560399365751014,0.23882267835420684
mlp,6,empathetic_dialogue,mmlu,0.9523772703409665,0.5518536805494995,0.9524521715379497,0.27704748914210303,0.4338875280640009
mlp,6,empathetic_dialogue,programming,0.8080472861965008,0.48271202236579785,0.8083578037291399,0.04004348848059458,0.0770034886504493
mlp,6,math,mmlu,0.9583916460243876,0.5538505414502257,0.9584697466592773,0.3163201804024057,0.4806128252257062
mlp,6,math,programming,0.9565284227670098,0.6995296404899716,0.9566025125250565,0.132979373288341,0.23474279660076036
mlp,6,mmlu,programming,0.8921679670124414,0.7108984977402208,0.892357049791097,0.08722012318728906,0.16044611634228215
mlp,7,empathetic_dialogue,math,0.9642004042275973,0.20603761402846904,0.9642178082829772,0.16396749548221698,0.2817389594101807
mlp,7,empathetic_dialogue,mmlu,0.9611118293053944,0.43711897173284736,0.9611310380853515,0.30181085761614335,0.4636785072891693
mlp,7,empathetic_dialogue,programming,0.8165523236951502,0.41720719990947885,0.8166383610914302,0.039284794321953254,0.07559967111340893
mlp,7,math,mmlu,0.9899169057286082,0.43948921369047655,0.9899213165593145,0.3191683590059793,0.48389329053719765
mlp,7,math,programming,0.8982860202388939,0.6324931990720636,0.8983336333999088,0.13090380962462886,0.2315029952336594
mlp,7,mmlu,programming,0.9078468626988272,0.5927110897080035,0.9078908972565488,0.07701825060132828,0.14302125439067892
mlp,8,empathetic_dialogue,math,0.8888591950248733,0.23865695662810402,0.8890386273066829,0.09872444599690954,0.17970738042027187
mlp,8,empathetic_dialogue,mmlu,0.9695655634538407,0.4692460744366825,0.9696106392636853,0.22537377431437794,0.36784494500950005
mlp,8,empathetic_dialogue,programming,0.4765542127075596,0.4224408158156151,0.47738132496128427,0.034263261629635486,0.06625636412077256
mlp,8,math,mmlu,0.9369220992911913,0.47026499924170184,0.9370434681847727,0.2247843025003972,0.36705941126368136
mlp,8,math,programming,0.7038011567931055,0.6771489386797255,0.7043458317185793,0.11407858849868072,0.20479450853177547
mlp,8,mmlu,programming,0.578151591204279,0.6160449783160402,0.5788793188043626,0.06962870770588023,0.1301922942124816
mlp,9,empathetic_dialogue,math,0.9486731421573029,0.22933410270303992,0.9487459260392286,0.10675034682438572,0.192907726897373
mlp,9,empathetic_dialogue,mmlu,0.9641414753042928,0.4923733130894996,0.9641887610593756,0.2384093231589101,0.38502507805865077
mlp,9,empathetic_dialogue,programming,0.708601908840737,0.41964303909983736,0.7090978508655713,0.03539659344691338,0.0683730150764268
mlp,9,math,mmlu,0.9577166541686938,0.4880244228318821,0.9577955158367252,0.24144339940296441,0.3889720619064542
mlp,9,math,programming,0.7388346975798493,0.6844579029403496,0.7393602846531364,0.11660467734341491,0.20885579240244007
mlp,9,mmlu,programming,0.7844278707807198,0.6301589847043688,0.784859516822129,0.07418535903016532,0.13812394370584982
mlp,10,empathetic_dialogue,math,0.9469023745753307,0.26691599611312034,0.9469808155898661,0.1189047948115811,0.21253782334823967
mlp,10,empathetic_dialogue,mmlu,0.9547662848803947,0.584412867023128,0.9548297493084463,0.2567613735486247,0.4086079966376218
mlp,10,empathetic_dialogue,programming,0.7490366495212224,0.46799748171631783,0.749458023066829,0.03560085700345771,0.06875401224844457
mlp,10,math,mmlu,0.964583689856829,0.5532326776646643,0.9646456379831321,0.2961516734776894,0.456970707267751
mlp,10,math,programming,0.7801309718570878,0.729553363160414,0.780550839678704,0.12721518785916613,0.22571588677894988
mlp,10,mmlu,programming,0.8558901931212557,0.7102496548201593,0.8561727443833542,0.08155378434038067,0.15080855990923983
mlp,11,empathetic_dialogue,math,0.9441144489559711,0.23873031605236233,0.9441643008822225,0.14948172945850535,0.26008543785889104
mlp,11,empathetic_dialogue,mmlu,0.971294265321204,0.55210474895745,0.971319584290446,0.2891452474185679,0.4485844368546726
mlp,11,empathetic_dialogue,programming,0.8736013441035656,0.44369350675864083,0.8737209164053704,0.037100080895882244,0.07154580657988945
mlp,11,math,mmlu,0.9375749786125512,0.5347412775080351,0.9376309131735124,0.3550024065960392,0.5239878613763591
mlp,11,math,programming,0.8534618432617044,0.7101146424535175,0.8536285607106894,0.1273724307100426,0.22596335911783968
mlp,11,mmlu,programming,0.9216389962395093,0.6937996529996924,0.921707692923243,0.08475218733195558,0.1562609199072668
mlp,12,empathetic_dialogue,math,0.9103291416907316,0.30169318356013886,0.9103863981932595,0.13376087004819556,0.23595958121664484
mlp,12,empathetic_dialogue,mmlu,0.9568841902392449,0.619931132630634,0.9568940724496011,0.28136333092878246,0.4391624516441239
mlp,12,empathetic_dialogue,programming,0.6462848253989771,0.4841087976846558,0.6467554290276352,0.038951113083519714,0.07498160903435788
mlp,12,math,mmlu,0.9691120876030538,0.5958220506019423,0.9691681686491811,0.31039875948379425,0.4737470288907626
mlp,12,math,programming,0.8448426141296724,0.7542304629540526,0.8451749007861351,0.13056198459279317,0.2309682907652677
