Class1,Class2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Mean
afraid,furious,7,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,6,5,5,5,3,4.69
afraid,grateful,6,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,5,5,5,4,3,4.58
afraid,guilty,6,4,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.27
afraid,hopeful,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
afraid,impressed,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
afraid,jealous,5,4,6,6,5,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,4,3,4.0
afraid,joyful,5,4,5,5,5,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,4,3,3.92
afraid,lonely,6,4,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.27
afraid,nostalgic,5,4,5,6,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,4,3,4.0
afraid,prepared,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
afraid,proud,6,4,5,5,5,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,4,3,3.96
afraid,sad,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.38
afraid,sentimental,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
afraid,surprised,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.42
afraid,terrified,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,4,5.04
afraid,trusting,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,3,5,5,5,6,6,6,6,5,5,3,4.96
algebra,geometry,17,13,16,18,15,17,16,14,14,14,13,12,12,12,13,13,14,14,14,14,15,14,14,13,10,4,13.65
algebra,number_theory,16,13,16,17,15,16,15,13,13,13,12,11,11,11,12,11,12,13,14,14,14,13,13,13,10,5,12.92
algebra,prealgebra,19,15,18,20,17,19,18,16,16,15,15,14,13,13,14,13,15,16,16,17,17,16,16,16,11,5,15.38
anatomy,astronomy,3,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1.88
anatomy,business_ethics,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1.96
anatomy,clinical_knowledge,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2.15
anatomy,college_biology,4,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2.38
anatomy,college_chemistry,3,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1.88
anatomy,college_computer_science,4,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2.31
anatomy,college_mathematics,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1.73
anatomy,college_medicine,5,4,4,5,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,3.04
anatomy,computer_security,3,2,3,3,2,3,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2.0
anatomy,conceptual_physics,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.46
anatomy,econometrics,3,2,3,3,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2.0
anatomy,electrical_engineering,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1.73
anatomy,elementary_mathematics,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.31
anatomy,formal_logic,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1.42
anatomy,global_facts,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.27
anatomy,high_school_biology,4,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2.35
anatomy,high_school_chemistry,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1.88
anatomy,high_school_computer_science,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.19
anatomy,high_school_european_history,6,4,5,5,4,4,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,1,3.23
anatomy,high_school_geography,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1.85
anatomy,high_school_government_and_politics,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1.5
anatomy,high_school_macroeconomics,3,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1.62
anatomy,high_school_mathematics,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1.88
anatomy,high_school_microeconomics,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1.81
anatomy,high_school_physics,4,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.27
anatomy,high_school_psychology,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2.23
anatomy,high_school_statistics,4,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2.38
anatomy,high_school_us_history,6,4,5,5,4,4,4,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,1,3.15
anatomy,high_school_world_history,6,4,5,5,4,5,4,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,2,1,3.38
anatomy,human_aging,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1.62
anatomy,human_sexuality,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2.15
anatomy,international_law,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.27
anatomy,jurisprudence,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1.69
anatomy,logical_fallacies,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1.54
anatomy,machine_learning,3,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2.12
anatomy,management,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.27
anatomy,marketing,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2.08
anatomy,medical_genetics,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1.77
anatomy,miscellaneous,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1.85
anatomy,moral_disputes,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1.69
anatomy,moral_scenarios,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1.77
anatomy,nutrition,3,2,3,3,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1.96
anatomy,philosophy,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1.38
anatomy,prehistory,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1.81
anatomy,professional_accounting,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.19
anatomy,professional_law,6,4,5,5,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,2,1,3.31
anatomy,professional_medicine,6,4,5,6,4,4,4,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,1,3.31
anatomy,professional_psychology,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2.19
anatomy,public_relations,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.15
anatomy,security_studies,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.31
anatomy,sociology,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1.62
anatomy,us_foreign_policy,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.31
anatomy,virology,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1.88
anatomy,world_religions,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.31
angry,annoyed,8,6,7,7,7,7,6,5,5,5,4,4,4,4,4,4,5,5,6,6,7,6,6,6,5,4,5.5
angry,anticipating,7,5,7,6,6,6,6,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.62
angry,anxious,7,5,6,7,6,6,6,4,4,4,4,4,3,3,4,4,5,5,5,5,6,5,6,5,4,3,4.85
angry,apprehensive,8,6,7,7,7,7,6,5,5,5,4,4,4,4,4,4,5,5,5,6,6,6,6,6,5,4,5.42
angry,ashamed,8,6,7,7,7,7,7,5,5,5,4,4,4,4,4,4,5,6,6,6,6,6,6,6,5,4,5.54
angry,caring,7,5,7,7,6,6,6,4,4,4,4,3,3,3,4,4,5,5,5,5,6,5,5,5,5,3,4.85
angry,confident,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
angry,content,6,5,6,7,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,6,5,5,5,4,3,4.58
angry,devastated,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,3,5.0
angry,disappointed,8,6,7,7,6,7,6,5,5,5,4,4,4,4,4,4,5,5,6,6,6,6,6,6,5,3,5.38
angry,disgusted,7,6,7,7,6,7,6,5,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,5,5,3,5.19
angry,embarrassed,7,6,7,7,7,7,6,5,5,5,4,4,4,4,4,4,5,5,5,6,6,6,6,6,5,3,5.35
angry,excited,6,4,5,6,5,5,5,4,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,4,4,3,4.12
angry,faithful,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,4,5,5,5,5,6,6,6,5,5,3,4.96
angry,furious,8,6,7,8,7,7,6,5,5,5,5,4,4,4,4,4,5,6,6,7,7,6,6,6,5,4,5.65
angry,grateful,7,6,7,7,6,7,6,5,5,5,4,4,4,3,4,4,5,5,6,6,6,6,6,5,5,3,5.27
angry,guilty,7,5,7,7,6,6,6,4,4,4,4,4,4,3,4,4,5,5,5,6,6,6,6,5,5,3,5.04
angry,hopeful,7,5,6,7,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,5,5,5,5,3,4.69
angry,impressed,7,5,7,7,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,5,5,5,5,3,4.73
angry,jealous,6,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.5
angry,joyful,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.38
angry,lonely,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.38
angry,nostalgic,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,4,4,3,4.27
angry,prepared,6,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.5
angry,proud,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
angry,sad,7,5,6,7,6,6,6,4,4,4,4,3,3,3,4,3,5,5,5,6,6,5,6,5,5,3,4.85
angry,sentimental,6,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,4,3,4.54
angry,surprised,7,6,7,7,6,6,6,5,4,4,4,4,4,3,4,4,5,5,5,6,6,6,6,5,5,3,5.12
angry,terrified,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,3,5.0
angry,trusting,8,6,7,7,7,7,6,5,5,5,4,4,4,4,4,4,5,6,6,6,6,6,6,6,5,4,5.5
annoyed,anticipating,6,5,6,6,5,6,5,4,4,4,4,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.42
annoyed,anxious,7,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.54
annoyed,apprehensive,7,6,7,7,6,6,6,5,4,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,3,5.08
annoyed,ashamed,7,6,7,7,6,7,6,5,5,5,4,4,4,3,4,4,5,5,6,6,6,6,6,6,5,4,5.35
annoyed,caring,7,5,6,6,6,6,6,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,4,3,4.62
annoyed,confident,6,5,6,6,5,5,5,4,4,3,3,3,3,3,3,3,4,4,4,5,5,5,5,4,4,3,4.23
annoyed,content,6,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.5
annoyed,devastated,7,5,6,7,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,5,5,5,5,3,4.69
annoyed,disappointed,7,5,7,7,6,6,6,4,4,4,4,4,3,3,4,4,4,5,5,6,6,6,6,5,5,3,4.96
annoyed,disgusted,7,5,7,7,6,6,6,5,4,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,3,5.04
annoyed,embarrassed,7,6,7,7,6,6,6,5,5,4,4,4,4,3,4,4,5,5,5,6,6,6,6,6,5,3,5.19
annoyed,excited,6,4,6,5,5,5,5,3,3,3,3,3,3,2,3,3,3,4,4,4,5,5,5,4,4,3,3.96
annoyed,faithful,6,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,4,3,4.54
annoyed,furious,7,6,7,7,7,7,6,5,5,5,4,4,4,4,4,4,5,5,6,6,6,7,6,6,5,4,5.46
annoyed,grateful,7,5,7,7,6,6,6,4,4,4,4,3,3,3,4,4,4,5,5,6,6,6,6,5,5,3,4.92
annoyed,guilty,7,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,6,5,5,4,3,4.65
annoyed,hopeful,6,5,6,6,6,6,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.42
annoyed,impressed,7,5,7,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,6,6,5,5,4,3,4.69
annoyed,jealous,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.38
annoyed,joyful,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
annoyed,lonely,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.35
annoyed,nostalgic,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,4,4,3,4.27
annoyed,prepared,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.38
annoyed,proud,6,5,6,6,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.31
annoyed,sad,7,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,4.54
annoyed,sentimental,6,5,6,6,6,6,5,4,4,4,4,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,4.46
annoyed,surprised,7,5,7,7,6,6,6,4,4,4,4,3,3,3,4,4,4,5,5,5,6,6,6,5,5,3,4.88
annoyed,terrified,6,5,6,6,6,6,6,4,4,4,4,3,3,3,4,3,4,5,5,6,6,6,5,5,5,3,4.73
annoyed,trusting,7,6,7,7,6,7,6,5,5,5,4,4,3,3,4,4,5,5,5,6,6,6,6,6,5,4,5.27
anticipating,anxious,6,5,6,6,6,6,5,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,4,3,4.54
anticipating,apprehensive,7,6,7,7,6,7,6,5,5,4,4,4,3,3,4,4,5,5,5,6,6,6,6,5,5,3,5.15
anticipating,ashamed,7,5,6,6,6,6,6,4,4,4,4,3,3,3,4,4,4,5,5,5,5,5,5,5,5,3,4.69
anticipating,caring,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.35
anticipating,confident,6,5,6,6,5,6,5,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4.35
