Class1,Class2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Mean
abstract_algebra,medical_genetics,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,2,1,0.85
abstract_algebra,miscellaneous,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.77
abstract_algebra,moral_disputes,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.69
abstract_algebra,moral_scenarios,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0.65
abstract_algebra,nutrition,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.73
abstract_algebra,philosophy,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0.65
abstract_algebra,prehistory,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0.69
abstract_algebra,professional_accounting,2,2,3,2,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,1.15
abstract_algebra,professional_law,2,2,4,3,2,1,2,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,2,2,2,1,1.31
abstract_algebra,professional_medicine,2,2,4,3,2,1,2,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,2,1,1.19
abstract_algebra,professional_psychology,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
abstract_algebra,public_relations,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,0.81
abstract_algebra,security_studies,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0.65
abstract_algebra,sociology,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.69
abstract_algebra,us_foreign_policy,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.62
abstract_algebra,virology,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,0.81
abstract_algebra,world_religions,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0.62
afraid,angry,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
afraid,annoyed,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.92
afraid,anticipating,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.81
afraid,anxious,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
afraid,apprehensive,3,4,7,5,3,2,2,2,1,0,1,1,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.27
afraid,ashamed,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
afraid,caring,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,confident,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.77
afraid,content,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,devastated,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.92
afraid,disappointed,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.88
afraid,disgusted,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
afraid,embarrassed,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
afraid,excited,3,3,5,4,2,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.69
afraid,faithful,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,4,3,1.92
afraid,furious,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,2,1,3,1,2,2,2,2,3,3,1.96
afraid,grateful,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
afraid,guilty,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.81
afraid,hopeful,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,impressed,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.81
afraid,jealous,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.81
afraid,joyful,3,3,5,4,2,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.69
afraid,lonely,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,nostalgic,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.77
afraid,prepared,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,proud,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,1,2,2,2,3,2,1.73
afraid,sad,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,sentimental,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
afraid,surprised,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,2,1,3,1,2,2,2,2,3,3,1.96
afraid,terrified,3,4,6,5,3,2,2,2,1,0,1,1,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.23
afraid,trusting,3,4,7,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,3,2,4,3,2.08
algebra,geometry,9,12,17,14,10,7,11,7,4,2,3,3,2,4,3,6,5,6,8,6,8,9,9,8,10,6,7.27
algebra,number_theory,9,13,17,13,9,7,10,6,3,2,3,3,2,3,3,6,5,5,8,6,8,9,8,8,10,6,7.0
algebra,prealgebra,10,14,19,16,11,8,12,7,4,2,3,3,2,4,3,6,6,6,10,7,9,10,10,9,11,7,8.04
anatomy,astronomy,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,business_ethics,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,clinical_knowledge,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,college_biology,1,2,4,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.04
anatomy,college_chemistry,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,college_computer_science,2,2,4,2,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.12
anatomy,college_mathematics,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,college_medicine,2,2,4,3,2,1,1,1,0,0,0,1,0,1,0,1,1,1,2,1,1,2,2,2,3,1,1.35
anatomy,computer_security,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,conceptual_physics,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.85
anatomy,econometrics,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,electrical_engineering,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,elementary_mathematics,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.88
anatomy,formal_logic,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,0.77
anatomy,global_facts,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.73
anatomy,high_school_biology,1,2,4,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.04
anatomy,high_school_chemistry,1,2,3,2,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.0
anatomy,high_school_computer_science,1,2,3,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.0
anatomy,high_school_european_history,2,3,5,3,2,1,2,1,0,0,0,0,0,1,0,1,1,1,2,1,1,2,2,2,3,1,1.42
anatomy,high_school_geography,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,high_school_government_and_politics,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0.85
anatomy,high_school_macroeconomics,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,high_school_mathematics,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,high_school_microeconomics,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.92
anatomy,high_school_physics,1,2,4,2,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.08
anatomy,high_school_psychology,2,2,3,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.04
anatomy,high_school_statistics,2,2,4,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.08
anatomy,high_school_us_history,2,2,5,3,2,1,2,1,0,0,0,0,0,1,0,1,1,1,2,1,1,1,2,2,3,1,1.35
anatomy,high_school_world_history,2,3,5,3,2,1,2,1,0,0,0,1,0,1,0,1,1,1,2,1,1,2,2,2,3,1,1.46
anatomy,human_aging,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0.85
anatomy,human_sexuality,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,international_law,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0.73
anatomy,jurisprudence,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0.85
anatomy,logical_fallacies,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0.88
anatomy,machine_learning,1,2,3,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.0
anatomy,management,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.73
anatomy,marketing,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,medical_genetics,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,miscellaneous,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,moral_disputes,1,1,3,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,2,1,0.88
anatomy,moral_scenarios,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0.88
anatomy,nutrition,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,philosophy,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0.73
anatomy,prehistory,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,professional_accounting,1,2,4,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.04
anatomy,professional_law,2,3,5,3,2,1,2,1,0,0,0,1,0,1,0,1,1,1,2,1,1,2,2,2,3,2,1.5
anatomy,professional_medicine,2,3,5,3,2,1,1,2,1,0,0,1,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.58
anatomy,professional_psychology,1,2,3,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.0
anatomy,public_relations,1,2,3,2,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1.0
anatomy,security_studies,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,0.77
anatomy,sociology,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,1,0.85
anatomy,us_foreign_policy,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0.69
anatomy,virology,1,2,3,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0.96
anatomy,world_religions,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,0.77
angry,annoyed,4,5,7,5,3,3,2,2,1,1,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.38
angry,anticipating,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,3,2,4,3,2.04
angry,anxious,3,4,6,5,3,3,2,2,1,0,0,0,0,1,0,1,1,2,3,1,2,3,3,2,4,3,2.12
angry,apprehensive,4,5,7,5,4,3,2,2,1,1,0,1,0,1,0,1,1,2,3,1,2,3,3,3,4,3,2.38
angry,ashamed,4,5,7,5,4,3,2,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.38
angry,caring,4,4,7,5,3,3,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,3,2,4,3,2.15
angry,confident,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
angry,content,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
angry,devastated,4,4,7,5,3,2,2,2,1,0,1,0,0,1,0,1,1,2,3,1,2,3,2,2,4,3,2.15
angry,disappointed,4,4,7,5,3,3,2,2,1,1,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.35
angry,disgusted,4,4,7,5,3,2,2,2,1,0,0,1,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.27
angry,embarrassed,3,4,7,5,4,3,2,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,2,4,3,2.27
angry,excited,3,3,5,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.77
angry,faithful,4,4,7,5,3,3,2,2,1,0,0,0,0,1,0,1,1,2,3,1,2,3,3,2,4,3,2.19
angry,furious,4,5,7,5,4,3,2,2,1,1,1,1,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.46
angry,grateful,3,4,7,5,3,3,2,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,2,4,3,2.23
angry,guilty,3,4,6,5,3,3,2,2,1,0,0,0,0,1,0,1,2,2,3,1,2,2,3,2,4,3,2.12
angry,hopeful,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
angry,impressed,4,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,3,2,4,3,2.04
angry,jealous,3,4,6,5,3,2,2,2,1,0,1,0,0,1,0,1,1,1,3,1,2,2,3,2,4,3,2.04
angry,joyful,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.88
angry,lonely,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,4,3,1.92
angry,nostalgic,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.88
angry,prepared,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
angry,proud,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
angry,sad,4,4,7,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.08
angry,sentimental,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.0
angry,surprised,3,4,7,5,3,2,2,2,1,0,0,0,0,1,0,1,2,1,3,1,2,3,3,2,4,3,2.12
angry,terrified,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,2,3,1,2,3,2,2,4,3,2.04
angry,trusting,4,5,7,6,4,3,3,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.46
annoyed,anticipating,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
annoyed,anxious,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,3,3,1.96
annoyed,apprehensive,3,4,7,5,3,3,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,3,3,4,3,2.15
annoyed,ashamed,3,4,7,5,3,3,2,2,1,0,1,0,0,1,0,1,2,1,3,1,2,3,3,3,4,3,2.23
annoyed,caring,3,4,7,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.04
annoyed,confident,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.81
annoyed,content,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,4,3,1.96
annoyed,devastated,3,4,6,5,3,2,2,2,1,0,1,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.04
annoyed,disappointed,3,4,7,5,3,2,2,2,1,0,1,0,0,1,0,1,2,1,3,1,2,3,2,3,4,3,2.15
annoyed,disgusted,3,4,7,5,3,2,2,2,1,0,0,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.19
annoyed,embarrassed,3,4,7,5,3,3,2,2,1,0,0,0,0,1,0,1,2,2,3,1,2,3,3,2,4,3,2.19
annoyed,excited,3,3,5,4,2,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,2,1.69
annoyed,faithful,3,4,6,5,3,2,2,2,1,0,1,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.04
annoyed,furious,4,5,7,5,3,3,2,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.35
annoyed,grateful,3,4,7,5,3,2,2,2,1,0,1,0,0,1,0,1,2,1,3,1,2,3,2,2,4,3,2.12
annoyed,guilty,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,3,3,1.92
annoyed,hopeful,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.88
annoyed,impressed,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.0
annoyed,jealous,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.88
annoyed,joyful,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.81
annoyed,lonely,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.88
annoyed,nostalgic,3,3,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.85
annoyed,prepared,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.88
annoyed,proud,3,4,6,4,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.85
annoyed,sad,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
annoyed,sentimental,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.88
annoyed,surprised,3,4,6,5,3,2,2,2,1,0,1,0,0,1,0,1,2,1,3,1,2,3,2,2,4,3,2.08
annoyed,terrified,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,3,2,2,4,3,2.0
annoyed,trusting,4,4,7,5,4,3,2,2,1,0,1,0,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.35
anticipating,anxious,3,4,6,5,3,3,2,2,1,0,0,1,0,1,0,1,1,1,3,1,2,3,3,2,4,3,2.12
anticipating,apprehensive,4,4,7,6,3,3,2,2,1,0,0,1,0,1,0,1,2,2,3,1,2,3,3,3,4,3,2.35
anticipating,ashamed,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,3,2,4,3,2.0
anticipating,caring,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,3,1,2,2,2,2,3,3,1.92
anticipating,confident,3,4,6,5,3,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,2,2,2,3,3,1.88
