Class1,Class2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Mean
abstract_algebra,sociology,1,1,2,2,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0.96
abstract_algebra,us_foreign_policy,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0.88
abstract_algebra,virology,1,2,2,2,1,2,1,0,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1.23
abstract_algebra,world_religions,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.81
afraid,angry,4,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
afraid,annoyed,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.31
afraid,anticipating,4,5,7,7,4,6,5,3,5,5,5,3,5,5,5,6,6,6,6,6,6,6,6,4,1,2,4.96
afraid,anxious,4,5,7,7,4,6,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.27
afraid,apprehensive,5,6,8,8,4,7,6,4,6,6,6,4,6,5,7,7,7,7,7,7,7,7,7,5,2,3,5.92
afraid,ashamed,5,5,7,8,4,7,6,3,5,5,5,4,5,5,6,7,6,7,7,7,7,6,6,4,2,3,5.46
afraid,caring,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,1,3,5.27
afraid,confident,4,4,6,6,3,6,5,3,4,4,4,3,4,4,5,5,5,6,5,6,6,5,5,4,1,2,4.42
afraid,content,4,5,7,7,4,6,5,3,5,5,5,3,5,5,6,6,6,6,6,6,6,6,6,4,1,2,5.0
afraid,devastated,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.31
afraid,disappointed,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,1,2,5.23
afraid,disgusted,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,6,7,6,6,4,2,3,5.27
afraid,embarrassed,4,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,6,7,6,6,4,2,2,5.27
afraid,excited,4,4,6,6,3,5,5,3,4,4,4,3,4,4,5,5,5,5,5,5,6,5,5,3,1,2,4.27
afraid,faithful,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,6,6,6,6,4,2,3,5.23
afraid,furious,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
afraid,grateful,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.31
afraid,guilty,4,5,6,7,4,6,5,3,5,5,5,4,5,5,6,6,6,6,6,6,6,6,6,4,1,2,5.0
afraid,hopeful,4,5,7,7,4,6,6,3,5,5,5,4,5,5,6,6,6,7,6,6,7,6,6,4,1,3,5.19
afraid,impressed,4,5,7,7,4,6,5,3,5,4,5,3,5,5,6,6,6,6,6,6,6,6,6,4,1,2,4.96
afraid,jealous,4,5,6,6,3,6,5,3,4,4,5,3,5,4,5,6,6,6,6,6,6,6,5,4,1,2,4.69
afraid,joyful,4,5,6,6,3,5,5,3,4,4,4,3,4,4,5,5,5,6,5,5,6,5,5,4,1,2,4.38
afraid,lonely,4,5,7,7,4,6,5,3,5,5,5,4,5,5,6,6,6,6,6,6,6,6,5,4,1,2,5.0
afraid,nostalgic,4,5,6,6,3,6,5,3,4,4,4,3,4,4,5,5,5,6,5,6,6,5,5,4,1,2,4.46
afraid,prepared,4,5,7,7,3,6,5,3,5,5,5,4,5,5,6,6,6,6,6,6,6,6,6,4,1,2,5.0
afraid,proud,4,5,6,6,3,5,5,3,4,4,4,3,4,4,5,5,5,6,5,6,6,5,5,4,1,2,4.42
afraid,sad,4,5,7,7,4,6,5,3,5,5,5,4,5,5,6,6,6,7,6,6,6,6,6,4,1,2,5.08
afraid,sentimental,4,5,7,7,4,6,5,3,5,4,5,3,5,4,5,6,6,6,6,6,6,6,5,4,1,2,4.85
afraid,surprised,4,5,7,7,4,6,5,3,5,5,5,4,5,5,6,6,6,6,6,7,6,6,6,4,2,2,5.12
afraid,terrified,5,5,8,8,4,7,6,4,6,6,6,4,6,5,7,7,7,7,7,7,8,7,7,5,2,3,5.92
afraid,trusting,5,6,8,8,4,7,6,4,6,6,6,4,5,5,6,7,7,7,7,7,7,6,6,4,2,3,5.73
algebra,geometry,10,12,17,21,12,21,18,11,15,16,19,15,19,16,20,19,18,18,17,17,16,14,13,7,3,4,14.92
algebra,number_theory,10,12,17,20,12,20,17,10,14,15,17,13,17,15,18,17,16,18,17,17,16,14,13,8,3,4,14.23
algebra,prealgebra,12,14,20,23,15,23,20,13,17,17,20,15,20,17,21,21,20,21,20,20,19,17,16,9,4,5,16.88
anatomy,astronomy,1,2,3,3,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,0,1,1.77
anatomy,business_ethics,2,2,3,3,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,0,1,1.85
anatomy,clinical_knowledge,2,2,3,3,1,2,2,1,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,1,1,1,1.92
anatomy,college_biology,2,3,3,4,1,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2.5
anatomy,college_chemistry,2,2,3,3,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,0,0,1.77
anatomy,college_computer_science,2,2,3,4,1,3,3,1,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,2.31
anatomy,college_mathematics,1,2,2,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.65
anatomy,college_medicine,2,3,4,5,2,4,3,1,3,3,3,2,4,3,4,4,4,4,4,3,3,3,3,2,1,1,3.0
anatomy,computer_security,2,2,3,3,1,2,2,1,1,1,2,1,3,2,3,3,2,2,2,2,2,2,2,1,0,1,1.85
anatomy,conceptual_physics,1,2,2,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1.62
anatomy,econometrics,2,2,3,3,1,3,2,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,0,1,1.96
anatomy,electrical_engineering,1,2,2,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1.62
anatomy,elementary_mathematics,1,2,2,2,1,2,1,0,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,0,1,1.38
anatomy,formal_logic,1,2,2,2,1,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1.42
anatomy,global_facts,1,2,2,2,1,1,1,0,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,0,0,1.15
anatomy,high_school_biology,2,2,3,4,1,3,3,1,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,1,0,1,2.27
anatomy,high_school_chemistry,2,2,3,3,1,2,2,0,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,0,0,1.77
anatomy,high_school_computer_science,2,2,3,4,1,3,2,1,1,2,2,2,3,2,3,3,3,3,3,2,2,2,2,1,0,1,2.12
anatomy,high_school_european_history,3,3,4,6,2,4,4,1,2,3,3,3,4,3,4,4,4,4,4,4,3,3,3,2,1,1,3.15
anatomy,high_school_geography,1,2,3,3,1,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1.62
anatomy,high_school_government_and_politics,1,2,2,3,1,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1.54
anatomy,high_school_macroeconomics,1,2,2,3,1,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1.58
anatomy,high_school_mathematics,1,2,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.69
anatomy,high_school_microeconomics,2,2,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.73
anatomy,high_school_physics,2,2,3,4,1,3,2,1,1,2,2,2,3,2,3,3,3,3,3,2,2,2,2,1,0,1,2.12
anatomy,high_school_psychology,2,2,3,4,1,3,2,1,1,2,2,2,3,2,3,3,3,3,3,3,3,3,2,1,0,1,2.23
anatomy,high_school_statistics,2,3,4,4,1,3,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,1,1,1,2.38
anatomy,high_school_us_history,2,3,4,6,2,4,3,1,2,3,3,2,4,3,4,4,4,4,4,3,3,3,3,2,0,1,2.96
anatomy,high_school_world_history,3,3,5,6,3,5,4,1,3,3,4,3,4,3,5,4,4,4,4,4,4,3,3,2,1,1,3.42
anatomy,human_aging,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.62
anatomy,human_sexuality,2,2,3,3,1,3,2,1,2,2,2,2,3,2,3,3,3,3,3,3,2,3,2,1,0,1,2.19
anatomy,international_law,1,2,2,2,1,1,1,0,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,0,0,1.23
anatomy,jurisprudence,1,2,2,3,1,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.62
anatomy,logical_fallacies,1,2,2,3,1,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.62
anatomy,machine_learning,2,2,3,3,1,3,2,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,0,1,1.96
anatomy,management,1,2,2,2,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,0,0,1.31
anatomy,marketing,2,2,3,3,1,2,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,2,2,1,0,1,1.81
anatomy,medical_genetics,1,2,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.69
anatomy,miscellaneous,1,2,3,3,1,2,2,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,1,0,1,1.73
anatomy,moral_disputes,1,2,2,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.65
anatomy,moral_scenarios,1,2,2,3,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.62
anatomy,nutrition,2,2,3,3,1,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,0,1,1.81
anatomy,philosophy,1,2,2,2,1,2,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,1.42
anatomy,prehistory,1,2,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.69
anatomy,professional_accounting,2,2,3,4,1,3,2,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,0,1,2.0
anatomy,professional_law,3,3,5,6,2,5,4,2,3,3,4,3,4,3,5,4,4,4,4,4,4,3,3,2,1,1,3.42
anatomy,professional_medicine,3,4,5,5,2,4,3,2,3,3,3,2,4,3,4,4,4,4,4,4,4,4,3,2,1,1,3.27
anatomy,professional_psychology,2,2,3,4,1,3,2,1,2,2,2,2,3,2,3,3,3,3,3,2,3,2,2,1,1,1,2.23
anatomy,public_relations,2,2,3,3,1,3,2,1,1,2,2,2,3,2,3,3,3,3,3,2,2,2,2,1,0,1,2.08
anatomy,security_studies,1,2,2,2,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,0,0,1.35
anatomy,sociology,1,2,2,2,1,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1.54
anatomy,us_foreign_policy,1,2,2,2,1,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,0,0,1.42
anatomy,virology,1,2,3,3,1,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1.81
anatomy,world_religions,1,2,2,2,1,2,1,0,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,0,0,1.35
angry,annoyed,5,6,8,9,5,8,7,4,6,6,6,4,6,6,7,7,7,8,8,8,8,7,7,5,2,3,6.27
angry,anticipating,4,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
angry,anxious,5,5,7,8,4,7,6,3,5,5,5,4,6,5,6,6,6,7,7,7,7,6,6,4,2,3,5.46
angry,apprehensive,5,6,8,9,5,8,7,4,6,6,6,4,6,6,7,7,7,8,8,8,8,7,7,5,2,3,6.27
angry,ashamed,5,6,8,9,5,8,7,4,7,6,6,5,6,6,7,7,8,8,8,8,8,7,7,5,2,3,6.38
angry,caring,5,5,8,8,4,7,6,3,6,6,5,4,6,5,6,7,6,7,7,7,7,6,6,4,2,3,5.62
angry,confident,4,5,7,7,3,6,5,3,5,4,5,4,5,5,6,6,6,6,6,6,6,6,6,4,1,2,4.96
angry,content,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,2,5.27
angry,devastated,5,5,8,8,4,7,6,4,6,6,5,4,6,5,6,7,7,7,7,7,7,6,6,5,2,3,5.73
angry,disappointed,5,6,8,8,5,8,7,4,6,6,6,5,6,6,7,7,7,8,8,8,8,7,7,5,2,3,6.27
angry,disgusted,5,6,8,8,4,7,6,4,6,6,6,4,6,6,7,7,7,8,7,8,8,7,6,4,2,3,6.0
angry,embarrassed,5,6,8,8,5,8,7,4,6,6,6,4,6,6,7,7,7,8,7,8,8,6,7,5,2,3,6.15
angry,excited,4,5,6,6,3,6,5,3,4,4,4,3,5,4,5,5,5,6,6,6,6,5,5,4,1,2,4.54
angry,faithful,5,5,8,8,4,7,6,4,6,6,5,4,6,6,7,7,7,7,7,8,7,6,6,4,2,3,5.81
angry,furious,5,6,8,9,5,8,7,4,6,7,6,5,7,6,7,8,8,9,8,9,8,7,7,5,2,3,6.54
angry,grateful,5,6,8,8,4,7,6,4,6,6,6,4,6,5,7,7,7,8,7,8,8,7,6,5,2,3,6.0
angry,guilty,5,5,7,8,4,7,6,4,6,6,5,4,6,6,7,7,7,7,7,7,7,6,6,4,1,3,5.69
angry,hopeful,5,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.42
angry,impressed,5,5,7,7,4,7,6,3,5,5,5,4,6,5,6,6,6,7,7,7,7,6,6,4,2,2,5.38
angry,jealous,5,5,7,7,4,7,6,3,5,5,5,4,6,5,6,6,6,7,7,7,7,6,6,4,2,2,5.38
angry,joyful,4,5,7,7,4,6,5,3,5,5,4,3,5,5,6,6,6,6,6,6,6,6,5,4,1,2,4.92
angry,lonely,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,2,5.27
angry,nostalgic,4,5,7,7,3,6,5,3,5,4,4,3,5,5,6,6,6,6,6,6,6,5,5,4,1,2,4.81
angry,prepared,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.31
angry,proud,4,5,7,7,3,6,5,3,4,5,5,3,5,5,6,6,6,6,6,6,6,6,5,4,1,2,4.88
angry,sad,5,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.42
angry,sentimental,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,1,2,5.27
angry,surprised,5,6,8,8,4,7,6,4,6,5,5,4,6,5,7,7,7,7,7,8,7,6,6,5,2,3,5.81
angry,terrified,5,5,7,8,4,7,6,3,5,5,5,4,6,5,6,7,6,7,7,7,7,6,6,4,2,3,5.5
angry,trusting,5,6,9,9,5,8,7,4,6,6,6,4,6,6,7,7,7,8,8,8,8,7,7,5,2,3,6.31
annoyed,anticipating,5,5,7,7,4,6,6,3,5,5,5,3,5,5,6,6,6,7,6,6,6,6,6,4,2,3,5.19
annoyed,anxious,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.35
annoyed,apprehensive,5,6,8,8,4,8,6,4,6,5,5,4,6,5,7,7,7,8,7,8,7,7,6,5,2,3,5.92
annoyed,ashamed,5,6,8,8,5,8,7,4,6,6,6,4,6,6,7,7,7,8,7,8,8,7,6,5,2,3,6.15
annoyed,caring,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.35
annoyed,confident,4,5,6,6,3,6,5,3,4,4,4,3,5,4,6,6,5,6,6,6,6,5,5,4,1,2,4.62
annoyed,content,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,2,5.27
annoyed,devastated,5,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.38
annoyed,disappointed,5,5,7,8,4,7,6,4,6,6,5,4,6,5,7,7,7,8,7,7,7,6,6,4,2,3,5.73
annoyed,disgusted,5,6,7,8,4,7,6,4,6,6,6,4,6,5,6,7,7,7,7,7,7,7,6,4,2,3,5.77
annoyed,embarrassed,5,6,8,8,4,8,6,4,6,6,6,4,6,5,7,7,7,7,7,7,7,6,6,4,2,3,5.85
annoyed,excited,4,5,6,6,3,5,5,3,4,4,4,3,4,4,5,5,5,5,5,6,6,5,5,3,1,2,4.35
annoyed,faithful,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,7,6,7,6,7,7,6,6,4,2,3,5.38
annoyed,furious,5,6,8,8,5,8,7,4,6,6,6,4,6,6,7,7,7,8,8,8,8,7,6,5,2,3,6.19
annoyed,grateful,5,5,7,8,4,7,6,3,5,5,5,4,5,5,6,7,6,7,7,7,7,6,6,5,2,3,5.5
annoyed,guilty,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,1,3,5.27
annoyed,hopeful,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,6,6,7,7,6,6,4,2,3,5.31
annoyed,impressed,5,5,7,7,4,7,6,3,5,5,5,3,5,5,6,6,6,7,7,7,7,6,6,4,2,2,5.31
annoyed,jealous,4,5,7,7,4,6,6,3,5,5,5,4,5,5,6,6,6,6,6,7,6,6,5,4,2,2,5.12
annoyed,joyful,4,5,6,6,3,6,5,3,4,4,4,3,5,4,5,6,5,6,6,6,6,5,5,4,1,2,4.58
annoyed,lonely,5,5,7,7,3,7,5,3,5,5,5,4,5,5,6,6,6,6,6,6,6,6,5,4,2,2,5.08
annoyed,nostalgic,4,5,7,7,3,6,5,3,4,4,4,3,5,5,5,6,6,6,6,6,6,5,5,4,1,2,4.73
annoyed,prepared,4,5,7,7,4,6,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,1,2,5.19
annoyed,proud,4,5,7,7,3,6,5,3,4,4,4,3,4,4,6,6,5,6,6,6,6,5,5,4,1,2,4.65
annoyed,sad,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,6,7,7,6,6,4,2,3,5.35
annoyed,sentimental,5,5,7,7,4,7,6,3,5,5,5,3,5,5,6,6,6,7,6,7,7,6,6,4,1,2,5.23
annoyed,surprised,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
annoyed,terrified,4,5,7,7,4,7,6,3,5,5,5,4,5,5,6,7,6,7,7,7,7,6,6,4,2,3,5.38
annoyed,trusting,5,6,8,8,5,8,7,4,6,6,6,4,6,6,7,7,7,8,7,8,8,7,6,5,2,3,6.15
anticipating,anxious,5,5,7,7,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
anticipating,apprehensive,5,6,8,8,5,8,7,4,6,6,6,4,6,6,7,7,7,8,7,8,7,7,7,5,2,3,6.15
anticipating,ashamed,4,5,7,8,4,7,6,3,5,5,5,4,5,5,6,6,6,7,7,7,7,6,6,4,2,3,5.38
anticipating,caring,4,5,7,7,4,6,6,3,5,5,5,4,5,5,6,6,6,6,6,6,6,6,6,4,1,3,5.12
anticipating,confident,4,5,7,7,4,6,5,3,5,5,5,4,5,5,6,6,6,6,6,7,6,6,6,4,1,2,5.08
